Itmcd,district,rate
B0-351A,MONARAGALA DISTRICT,202.97
B0-352,MONARAGALA DISTRICT,167.58
B0-353,MONARAGALA DISTRICT,166.72
B0-354,MONARAGALA DISTRICT,173.68
B0-355,MONARAGALA DISTRICT,210.91
B0-355A,MONARAGALA DISTRICT,210.91
B0-355B,MONARAGALA DISTRICT,208.91
B0-355C,MONARAGALA DISTRICT,208.91
B0-356,MONARAGALA DISTRICT,384.28
B0-357,MONARAGALA DISTRICT,250.43
B0-358,MONARAGALA DISTRICT,275
B0-359,MONARAGALA DISTRICT,120
B0-361A,MONARAGALA DISTRICT,19040
B0-361B,MONARAGALA DISTRICT,8817
B0-362,MONARAGALA DISTRICT,16814
B0-362A,MONARAGALA DISTRICT,18209
B0-362B,MONARAGALA DISTRICT,8895
B0-365,MONARAGALA DISTRICT,23544
B0-365A,MONARAGALA DISTRICT,23707
B0-366,MONARAGALA DISTRICT,15158
B0-366A,MONARAGALA DISTRICT,14939
B0-380,MONARAGALA DISTRICT,30125
B0-381,MONARAGALA DISTRICT,31125
B0-382,MONARAGALA DISTRICT,33000
B0-383,MONARAGALA DISTRICT,35000
B0-384,MONARAGALA DISTRICT,38250
B0-385,MONARAGALA DISTRICT,39500
B0-386,MONARAGALA DISTRICT,180
B0-387,MONARAGALA DISTRICT,1680
B0-388,MONARAGALA DISTRICT,350
B0-391,MONARAGALA DISTRICT,281.7
B0-392,MONARAGALA DISTRICT,133.15
B0-393,MONARAGALA DISTRICT,100
B0-394,MONARAGALA DISTRICT,125
B0-395,MONARAGALA DISTRICT,2473
B0-396,MONARAGALA DISTRICT,2276.75
B0-397,MONARAGALA DISTRICT,490
B0-401,MONARAGALA DISTRICT,2501.6
B0-411,MONARAGALA DISTRICT,248.3
B0-411A,MONARAGALA DISTRICT,240.88
B0-431,MONARAGALA DISTRICT,499.2
B0-432,MONARAGALA DISTRICT,570
B0-433,MONARAGALA DISTRICT,2058
B0-434,MONARAGALA DISTRICT,4290.5
B0-435,MONARAGALA DISTRICT,5507.75
B0-441,MONARAGALA DISTRICT,153
B0-442,MONARAGALA DISTRICT,2438
B0-443,MONARAGALA DISTRICT,2438
B0-444,MONARAGALA DISTRICT,2438
B0-445,MONARAGALA DISTRICT,2438
B0-446,MONARAGALA DISTRICT,1219
B0-446A,MONARAGALA DISTRICT,2438
B0-447,MONARAGALA DISTRICT,1219
B0-447A,MONARAGALA DISTRICT,1219
B0-441B,MONARAGALA DISTRICT,153
B0-442B,MONARAGALA DISTRICT,1500
B0-443B,MONARAGALA DISTRICT,2000
B0-444B,MONARAGALA DISTRICT,2500
B0-445B,MONARAGALA DISTRICT,3000
B0-446B,MONARAGALA DISTRICT,4250
B0-447B,MONARAGALA DISTRICT,1219
B0-448,MONARAGALA DISTRICT,2275
B0-449,MONARAGALA DISTRICT,1150
B0-449A,MONARAGALA DISTRICT,637.5
B0-450,MONARAGALA DISTRICT,4675
B0-451,MONARAGALA DISTRICT,6125
B0-452,MONARAGALA DISTRICT,5900
B0-453,MONARAGALA DISTRICT,1025
B0-454,MONARAGALA DISTRICT,2250
B0-455,MONARAGALA DISTRICT,154
B0-456,MONARAGALA DISTRICT,3600
B0-457,MONARAGALA DISTRICT,8050
B0-458,MONARAGALA DISTRICT,12450
B0-459,MONARAGALA DISTRICT,5650
B0-460,MONARAGALA DISTRICT,69
B0-461,MONARAGALA DISTRICT,81.5
B0-501,MONARAGALA DISTRICT,2054.3
B0-502,MONARAGALA DISTRICT,830.9
B0-503,MONARAGALA DISTRICT,1087.75
B0-504,MONARAGALA DISTRICT,167.7
B0-505,MONARAGALA DISTRICT,77.2
B0-506,MONARAGALA DISTRICT,3722.9
B0-507,MONARAGALA DISTRICT,1161.8
B0-508,MONARAGALA DISTRICT,12
B0-531,MONARAGALA DISTRICT,173.68
B0-534,MONARAGALA DISTRICT,364.45
B0-537,MONARAGALA DISTRICT,28.95
B0-541,MONARAGALA DISTRICT,2602.45
B0-542,MONARAGALA DISTRICT,1753.45
B0-543,MONARAGALA DISTRICT,2394
B0-544,MONARAGALA DISTRICT,2394
B0-545,MONARAGALA DISTRICT,3532.99
B0-546,MONARAGALA DISTRICT,3057.29
B0-547,MONARAGALA DISTRICT,3454.86
B0-548,MONARAGALA DISTRICT,3005.21
B0-601,MONARAGALA DISTRICT,454
B0-602,MONARAGALA DISTRICT,163.33
B0-611,MONARAGALA DISTRICT,2388.94
B0-612,MONARAGALA DISTRICT,405
B0-613,MONARAGALA DISTRICT,400
B0-614,MONARAGALA DISTRICT,132
B0-615,MONARAGALA DISTRICT,392.6
B0-616,MONARAGALA DISTRICT,3441.76
B0-631,MONARAGALA DISTRICT,300
B0-632,MONARAGALA DISTRICT,55.1
B0-632A,MONARAGALA DISTRICT,71.8
B0-633,MONARAGALA DISTRICT,160.95
B0-634,MONARAGALA DISTRICT,75
B0-635,MONARAGALA DISTRICT,90.55
B0-636,MONARAGALA DISTRICT,250
B0-636B,MONARAGALA DISTRICT,400
B0-636C,MONARAGALA DISTRICT,4761.1
B0-636D,MONARAGALA DISTRICT,6851.95
B0-636E,MONARAGALA DISTRICT,7305
B0-637,MONARAGALA DISTRICT,400
B0-637A,MONARAGALA DISTRICT,480.7
B0-637B,MONARAGALA DISTRICT,400
B0-637C,MONARAGALA DISTRICT,600
B0-637D,MONARAGALA DISTRICT,250
B0-637E,MONARAGALA DISTRICT,400
B0-637F,MONARAGALA DISTRICT,600
B0-637G,MONARAGALA DISTRICT,1000
B0-638,MONARAGALA DISTRICT,2694.73
B0-639,MONARAGALA DISTRICT,922.5
B0-639A,MONARAGALA DISTRICT,922.5
B0-639B,MONARAGALA DISTRICT,922.5
B0-640,MONARAGALA DISTRICT,7096.55
B0-641,MONARAGALA DISTRICT,1581.7
B0-642,MONARAGALA DISTRICT,33894
B0-643,MONARAGALA DISTRICT,6906.95
B0-644,MONARAGALA DISTRICT,2560
B0-645,MONARAGALA DISTRICT,579.07
B0-646,MONARAGALA DISTRICT,3013.5
B0-647,MONARAGALA DISTRICT,35.9
B0-648,MONARAGALA DISTRICT,127.55
B0-649,MONARAGALA DISTRICT,150.06
B0-704,MONARAGALA DISTRICT,1100
B0-705,MONARAGALA DISTRICT,2750
B0-711,MONARAGALA DISTRICT,110
B0-712,MONARAGALA DISTRICT,220
B0-713,MONARAGALA DISTRICT,440
B0-714,MONARAGALA DISTRICT,770
B0-715,MONARAGALA DISTRICT,550
B0-716,MONARAGALA DISTRICT,82.5
B0-717,MONARAGALA DISTRICT,440
B0-718,MONARAGALA DISTRICT,550
B0-720,MONARAGALA DISTRICT,110
B0-723,MONARAGALA DISTRICT,220
B0-732,MONARAGALA DISTRICT,550
B0-741,MONARAGALA DISTRICT,220
B0-746,MONARAGALA DISTRICT,550
B0-751,MONARAGALA DISTRICT,330
B0-752,MONARAGALA DISTRICT,110
B0-761,MONARAGALA DISTRICT,1430
B0-762,MONARAGALA DISTRICT,2200
B0-781,MONARAGALA DISTRICT,55
B0-782,MONARAGALA DISTRICT,55
B0-784,MONARAGALA DISTRICT,27.5
B0-785,MONARAGALA DISTRICT,38.5
B0-786,MONARAGALA DISTRICT,110
B0-787,MONARAGALA DISTRICT,110
B0-788,MONARAGALA DISTRICT,27.5
B0-791,MONARAGALA DISTRICT,250
B0-792,MONARAGALA DISTRICT,93.75
B0-800,MONARAGALA DISTRICT,300
B0-801,MONARAGALA DISTRICT,300
B0-802,MONARAGALA DISTRICT,310
B0-803,MONARAGALA DISTRICT,4008
B0-804,MONARAGALA DISTRICT,32
B0-805,MONARAGALA DISTRICT,32
B0-806,MONARAGALA DISTRICT,32
B0-810,MONARAGALA DISTRICT,3.35
B0-811,MONARAGALA DISTRICT,4.26
B0-812,MONARAGALA DISTRICT,5.18
B0-813,MONARAGALA DISTRICT,6.09
B0-814,MONARAGALA DISTRICT,7.01
B0-814A,MONARAGALA DISTRICT,8.23
B0-815,MONARAGALA DISTRICT,9.75
B0-816,MONARAGALA DISTRICT,10.67
B0-817,MONARAGALA DISTRICT,12.19
B0-818,MONARAGALA DISTRICT,13.41
B0-819,MONARAGALA DISTRICT,16.15
B0-830,MONARAGALA DISTRICT,9.5
B0-831,MONARAGALA DISTRICT,11.5
B0-832,MONARAGALA DISTRICT,13.5
B0-833,MONARAGALA DISTRICT,14.5
B0-834,MONARAGALA DISTRICT,15.5
B0-835,MONARAGALA DISTRICT,16.5
B0-850,MONARAGALA DISTRICT,10384.4
B0-851,MONARAGALA DISTRICT,12773
B0-852,MONARAGALA DISTRICT,13692.55
B0-853,MONARAGALA DISTRICT,18179.75
B0-854,MONARAGALA DISTRICT,27576.05
B0-850A,MONARAGALA DISTRICT,11985.05
B0-851A,MONARAGALA DISTRICT,14998.2
B0-852A,MONARAGALA DISTRICT,15932.1
B0-853A,MONARAGALA DISTRICT,22448.9
B0-854A,MONARAGALA DISTRICT,31981.2
B0-860,MONARAGALA DISTRICT,302.5
B0-900,MONARAGALA DISTRICT,98496
B0-901,MONARAGALA DISTRICT,478800
B0-902,MONARAGALA DISTRICT,490140
B0-903,MONARAGALA DISTRICT,1235532
B0-904,MONARAGALA DISTRICT,1581021
B0-905,MONARAGALA DISTRICT,768285
B0-906,MONARAGALA DISTRICT,1044855
B0-907,MONARAGALA DISTRICT,1365000
B0-908,MONARAGALA DISTRICT,817656
B0-909,MONARAGALA DISTRICT,1627500
B0-910,MONARAGALA DISTRICT,698775
B0-911,MONARAGALA DISTRICT,867825
B0-912,MONARAGALA DISTRICT,3360
B0-913,MONARAGALA DISTRICT,5460
B0-914,MONARAGALA DISTRICT,420
B0-915,MONARAGALA DISTRICT,504
B0-916,MONARAGALA DISTRICT,8715
B0-917,MONARAGALA DISTRICT,139834
B0-918,MONARAGALA DISTRICT,142170
B0-919,MONARAGALA DISTRICT,262353
B0-920,MONARAGALA DISTRICT,37107
B0-921,MONARAGALA DISTRICT,176421
B0-922,MONARAGALA DISTRICT,176421
B0-923,MONARAGALA DISTRICT,92400
B0-924,MONARAGALA DISTRICT,22785
B0-925,MONARAGALA DISTRICT,1942193
B0-926,MONARAGALA DISTRICT,644490
B0-927,MONARAGALA DISTRICT,866250
B0-928,MONARAGALA DISTRICT,28253
B0-929,MONARAGALA DISTRICT,53772
B0-930,MONARAGALA DISTRICT,8828.8
B0-931,MONARAGALA DISTRICT,5338
B0-932,MONARAGALA DISTRICT,6119
B0-933,MONARAGALA DISTRICT,3645
B0-934,MONARAGALA DISTRICT,60803
B0-935,MONARAGALA DISTRICT,11978
B0-936,MONARAGALA DISTRICT,131250
B0-937,MONARAGALA DISTRICT,11652
B0-938,MONARAGALA DISTRICT,10350
B0-939,MONARAGALA DISTRICT,14700
B0-940,MONARAGALA DISTRICT,165354
B0-941,MONARAGALA DISTRICT,420000
B0-1001,MONARAGALA DISTRICT,6000
B0-1002,MONARAGALA DISTRICT,8083.33
B0-1003,MONARAGALA DISTRICT,4766.67
B0-1004,MONARAGALA DISTRICT,7183.33
B0-1005,MONARAGALA DISTRICT,10708.33
B0-1006,MONARAGALA DISTRICT,7250
B0-1008,MONARAGALA DISTRICT,17250
B0-1009,MONARAGALA DISTRICT,8975
B0-1010,MONARAGALA DISTRICT,10666.67
B0-1011,MONARAGALA DISTRICT,24975
B0-1012,MONARAGALA DISTRICT,12800
B0-1021,MONARAGALA DISTRICT,247.94
B0-1022,MONARAGALA DISTRICT,572.73
B0-1023,MONARAGALA DISTRICT,714.07
B0-1024,MONARAGALA DISTRICT,887.36
B0-1025,MONARAGALA DISTRICT,644.66
B0-1026,MONARAGALA DISTRICT,1115.74
B0-1027,MONARAGALA DISTRICT,1105.93
B0-1028,MONARAGALA DISTRICT,1477
B0-1029,MONARAGALA DISTRICT,1506.32
B0-1030,MONARAGALA DISTRICT,2302.87
B0-1041,MONARAGALA DISTRICT,1622.93
T1-001,MONARAGALA DISTRICT,634.2
T1-002,MONARAGALA DISTRICT,613.75
T1-003,MONARAGALA DISTRICT,657.55
T1-003A,MONARAGALA DISTRICT,102.3
T1-003B,MONARAGALA DISTRICT,68.7
"T1-003A, T1-003B: CODES CHANGED AS T1-003A AND T1-003B",MONARAGALA DISTRICT,166.9
T1-006,MONARAGALA DISTRICT,166.9
T1-007,MONARAGALA DISTRICT,55.65
T1-007A,MONARAGALA DISTRICT,54.45
T1-008 : CODE AMENDED AS T1-007A,MONARAGALA DISTRICT,37.2
T1-009,MONARAGALA DISTRICT,37.2
T1-010,MONARAGALA DISTRICT,92.05
T1-010A,MONARAGALA DISTRICT,19.2
T1-010B,MONARAGALA DISTRICT,13.25
T1-011 & T1-012 CODES CHANGED,MONARAGALA DISTRICT,39.4
T1-013,MONARAGALA DISTRICT,39.4
T1-014,MONARAGALA DISTRICT,16.9
T1-015,MONARAGALA DISTRICT,68.5
T1-015A,MONARAGALA DISTRICT,15.4
T1-015B,MONARAGALA DISTRICT,10.85
T1-016 & T1-017 CODES CHANGED,MONARAGALA DISTRICT,77.1
T1-018,MONARAGALA DISTRICT,77.1
T1-018A,MONARAGALA DISTRICT,17.35
T1-018B,MONARAGALA DISTRICT,12.25
T1-019 & T1-020 : CODES CHANGED,MONARAGALA DISTRICT,102.8
T1-021,MONARAGALA DISTRICT,102.8
T1-021A,MONARAGALA DISTRICT,23.15
T1-021B,MONARAGALA DISTRICT,16.3
T1-022 & T1-023: CODES CHANGED,MONARAGALA DISTRICT,154.15
T1-024,MONARAGALA DISTRICT,154.15
T1-024A,MONARAGALA DISTRICT,34.7
T1-024B,MONARAGALA DISTRICT,24.45
T1-025 & T1-026: CODES CHANGED,MONARAGALA DISTRICT,205.55
T1-027,MONARAGALA DISTRICT,205.55
T1-027A,MONARAGALA DISTRICT,46.25
T1-027B,MONARAGALA DISTRICT,32.6
T1-028 & T1-029: CODES CHANGED,MONARAGALA DISTRICT,308.35
T1-030,MONARAGALA DISTRICT,308.35
T1-030A,MONARAGALA DISTRICT,69.4
T1-030B,MONARAGALA DISTRICT,48.9
T1-031 & T1-032: CODES CHANGED,MONARAGALA DISTRICT,667.35
T1-033,MONARAGALA DISTRICT,667.35
T1-033A,MONARAGALA DISTRICT,189.45
T1-033B,MONARAGALA DISTRICT,135.65
T1-034 & T1-035: CODES CHANGED,MONARAGALA DISTRICT,121.5
T1-036,MONARAGALA DISTRICT,121.5
T1-037,MONARAGALA DISTRICT,141.75
T1-038,MONARAGALA DISTRICT,281.25
T1-039,MONARAGALA DISTRICT,468
T1-040,MONARAGALA DISTRICT,609.75
T1-041,MONARAGALA DISTRICT,1125
T1-042,MONARAGALA DISTRICT,2250
T1-043,MONARAGALA DISTRICT,4.25
T1-044,MONARAGALA DISTRICT,6.3
T1-045,MONARAGALA DISTRICT,9.4
T1-046,MONARAGALA DISTRICT,11.65
T1-047,MONARAGALA DISTRICT,5.9
T1-048,MONARAGALA DISTRICT,6.8
T1-049,MONARAGALA DISTRICT,3
E1-001,MONARAGALA DISTRICT,850.25
E1-002,MONARAGALA DISTRICT,1054
E1-003,MONARAGALA DISTRICT,1257.75
E1-004,MONARAGALA DISTRICT,1131.95
E1-005,MONARAGALA DISTRICT,1665.2
E1-006,MONARAGALA DISTRICT,1415.4
E1-007,MONARAGALA DISTRICT,2480.1
E1-008,MONARAGALA DISTRICT,2108.1
E1-009,MONARAGALA DISTRICT,1801
E1-010,MONARAGALA DISTRICT,2683.85
E1-010A,MONARAGALA DISTRICT,2072.65
E1-011,MONARAGALA DISTRICT,1665.2
E1-012,MONARAGALA DISTRICT,2072.65
E1-013,MONARAGALA DISTRICT,2887.6
E1-014,MONARAGALA DISTRICT,2208.5
E1-015,MONARAGALA DISTRICT,2480.1
E1-016,MONARAGALA DISTRICT,3295.05
E1-017,MONARAGALA DISTRICT,3295.05
E1-018,MONARAGALA DISTRICT,3295.05
E1-019,MONARAGALA DISTRICT,3295.05
E1-020,MONARAGALA DISTRICT,203.75
E1-021,MONARAGALA DISTRICT,203.75
E1-022,MONARAGALA DISTRICT,268.95
E1-023,MONARAGALA DISTRICT,3156.6
E1-024,MONARAGALA DISTRICT,4074.65
E1-025,MONARAGALA DISTRICT,5015.85
E1-026,MONARAGALA DISTRICT,6102.4
E1-027,MONARAGALA DISTRICT,391.95
E1-028,MONARAGALA DISTRICT,188.5
E1-029,MONARAGALA DISTRICT,62.8
E1-029A,MONARAGALA DISTRICT,12.55
EW1-001 & EW1-011 IN THIS SHEDULE IS BASED ON MANUAL,MONARAGALA DISTRICT,2394.7
EW1-001,MONARAGALA DISTRICT,2394.7
EW1-002,MONARAGALA DISTRICT,284.35
EW1-003 *,MONARAGALA DISTRICT,638.5
EW1-003A,MONARAGALA DISTRICT,312.85
EW1-004,MONARAGALA DISTRICT,772.4
EW1-005,MONARAGALA DISTRICT,737.05
EW1-006,MONARAGALA DISTRICT,737.05
EW1-007,MONARAGALA DISTRICT,673.7
EW1-008,MONARAGALA DISTRICT,916.8
EW1-009,MONARAGALA DISTRICT,117.45
EW1-010,MONARAGALA DISTRICT,106.75
EW1-011,MONARAGALA DISTRICT,1702
EW1-012,MONARAGALA DISTRICT,1263.8
EW1-013,MONARAGALA DISTRICT,1263.8
EW1-014,MONARAGALA DISTRICT,945.8
EW1-015,MONARAGALA DISTRICT,118.15
"M1-004,M1-007,M1-008 AND M1-009",MONARAGALA DISTRICT,1462.75
M1-001,MONARAGALA DISTRICT,1462.75
M1-002,MONARAGALA DISTRICT,150.8
M1-003,MONARAGALA DISTRICT,126.75
M1-004,MONARAGALA DISTRICT,2259.4
M1-005,MONARAGALA DISTRICT,90.65
M1-006,MONARAGALA DISTRICT,104.2
M1-007,MONARAGALA DISTRICT,2936.75
M1-008,MONARAGALA DISTRICT,2377.8
M1-009,MONARAGALA DISTRICT,2117.5
M1-010,MONARAGALA DISTRICT,7366.45
M1-011,MONARAGALA DISTRICT,6777.2
M1-012,MONARAGALA DISTRICT,3490.27
M1-012A,MONARAGALA DISTRICT,3490.27
M1-013,MONARAGALA DISTRICT,5241.8
M1-013A,MONARAGALA DISTRICT,3619.95
S1-001,MONARAGALA DISTRICT,507.65
S1-002,MONARAGALA DISTRICT,500.75
S1-003,MONARAGALA DISTRICT,389.75
S1-004,MONARAGALA DISTRICT,202.7
S1-005,MONARAGALA DISTRICT,385.05
S1-006,MONARAGALA DISTRICT,198.95
S1-007,MONARAGALA DISTRICT,228.95
S1-008,MONARAGALA DISTRICT,279.7
S1-009,MONARAGALA DISTRICT,222.15
S1-010,MONARAGALA DISTRICT,272.9
S1-011,MONARAGALA DISTRICT,654.85
S1-012,MONARAGALA DISTRICT,634.15
S1-013,MONARAGALA DISTRICT,175.7
S1-014,MONARAGALA DISTRICT,167.8
S1-015,MONARAGALA DISTRICT,105.05
S1-016,MONARAGALA DISTRICT,210.05
S1-017,MONARAGALA DISTRICT,146.9
S1-017A,MONARAGALA DISTRICT,104.6
S1-017B,MONARAGALA DISTRICT,146.3
S1-018,MONARAGALA DISTRICT,183.25
S1-019,MONARAGALA DISTRICT,253.35
S1-020,MONARAGALA DISTRICT,253.35
S1-021,MONARAGALA DISTRICT,19.5
S1-022,MONARAGALA DISTRICT,209.4
S1-023,MONARAGALA DISTRICT,189.3
S1-024,MONARAGALA DISTRICT,345.45
S1-025,MONARAGALA DISTRICT,324.25
S1-026,MONARAGALA DISTRICT,6.35
S1-027,MONARAGALA DISTRICT,183.6
S1-028,MONARAGALA DISTRICT,44
S1-029,MONARAGALA DISTRICT,121.9
S1-030,MONARAGALA DISTRICT,245.2
S1-030A,MONARAGALA DISTRICT,770.85
S1-030B,MONARAGALA DISTRICT,770.85
S1-031,MONARAGALA DISTRICT,22785.75
S1-032,MONARAGALA DISTRICT,20559.75
S1-033,MONARAGALA DISTRICT,27289.75
S1-033A,MONARAGALA DISTRICT,18903.75
S1-034,MONARAGALA DISTRICT,2153.25
S1-034A,MONARAGALA DISTRICT,1694.95
S1-035,MONARAGALA DISTRICT,227.7
S1-035A,MONARAGALA DISTRICT,30.7
S1-036*,MONARAGALA DISTRICT,252.8
S1-036A*,MONARAGALA DISTRICT,70.7
S1-036B*,MONARAGALA DISTRICT,69.2
S1-036C*,MONARAGALA DISTRICT,69.2
S1-037,MONARAGALA DISTRICT,250.35
S1-038,MONARAGALA DISTRICT,175.8
S1-039,MONARAGALA DISTRICT,3330.4
S1-040*,MONARAGALA DISTRICT,255.15
S1-041,MONARAGALA DISTRICT,280.65
S1-042,MONARAGALA DISTRICT,990.05
DR1-001,MONARAGALA DISTRICT,1173.35
DR1-002,MONARAGALA DISTRICT,1626.1
DR1-003,MONARAGALA DISTRICT,2078.8
DR1-004,MONARAGALA DISTRICT,2305.2
DR1-005,MONARAGALA DISTRICT,1626.1
DR1-005A,MONARAGALA DISTRICT,963.45
DR1-006,MONARAGALA DISTRICT,5976.15
DR1-007,MONARAGALA DISTRICT,274.4
DR1-008,MONARAGALA DISTRICT,434.15
DR1-009,MONARAGALA DISTRICT,32.5
DR1-010,MONARAGALA DISTRICT,19.65
DR1-011,MONARAGALA DISTRICT,145.15
DR1-012,MONARAGALA DISTRICT,401.05
DR1-013,MONARAGALA DISTRICT,1665.2
DR1-014,MONARAGALA DISTRICT,46.05
DR1-015,MONARAGALA DISTRICT,360.95
ST1-001,MONARAGALA DISTRICT,4980.1
ST1-002,MONARAGALA DISTRICT,5795.05
ST1-003,MONARAGALA DISTRICT,2625.9
ST1-003A,MONARAGALA DISTRICT,2535.35
ST1-004,MONARAGALA DISTRICT,18252.05
ST1-005,MONARAGALA DISTRICT,19189.45
ST1-006,MONARAGALA DISTRICT,15339.65
ST1-007,MONARAGALA DISTRICT,16277.05
ST1-008,MONARAGALA DISTRICT,7696.55
ST1-009,MONARAGALA DISTRICT,8807.45
ST1-010,MONARAGALA DISTRICT,6157.25
ST1-011,MONARAGALA DISTRICT,1461.45
ST1-012,MONARAGALA DISTRICT,2958.35
ST1-013,MONARAGALA DISTRICT,726.75
ST1-014,MONARAGALA DISTRICT,3451.7
ST1-015,MONARAGALA DISTRICT,1224.15
ST1-016,MONARAGALA DISTRICT,597.9
ST1-017,MONARAGALA DISTRICT,1789
ST1-018,MONARAGALA DISTRICT,1499.1
ST1-019,MONARAGALA DISTRICT,115.5
ST1-020,MONARAGALA DISTRICT,1786.2
ST1-021,MONARAGALA DISTRICT,814.95
ST1-022,MONARAGALA DISTRICT,2444.8
ST1-023,MONARAGALA DISTRICT,1222.4
ST1-024,MONARAGALA DISTRICT,1629.85
ST1-025,MONARAGALA DISTRICT,814.95
ST1-026,MONARAGALA DISTRICT,1237.45
ST1-027,MONARAGALA DISTRICT,1469.7
ST1-028,MONARAGALA DISTRICT,1756.3
ST1-029,MONARAGALA DISTRICT,1988.55
ST1-030,MONARAGALA DISTRICT,1150.25
ST1-031,MONARAGALA DISTRICT,1407.5
ST1-032,MONARAGALA DISTRICT,1633.5
ST1-033,MONARAGALA DISTRICT,1866.75
ST1-034 *,MONARAGALA DISTRICT,19458.1
ST1-035 *,MONARAGALA DISTRICT,19113.2
ST1-036 *,MONARAGALA DISTRICT,18209.8
ST1-037 *,MONARAGALA DISTRICT,17065.8
ST1-038 *,MONARAGALA DISTRICT,19971.65
ST1-039 *,MONARAGALA DISTRICT,18809.3
ST1-040 *,MONARAGALA DISTRICT,23490.5
ST1-041 *,MONARAGALA DISTRICT,22335.95
ST1-042,MONARAGALA DISTRICT,23813.1
ST1-043,MONARAGALA DISTRICT,22513.85
ST1-044 *,MONARAGALA DISTRICT,26672.75
ST1-045 *,MONARAGALA DISTRICT,25790.45
ST1-046,MONARAGALA DISTRICT,26820.6
ST1-047,MONARAGALA DISTRICT,25928.7
ST1-048,MONARAGALA DISTRICT,28809.45
ST1-048A,MONARAGALA DISTRICT,26953.8
ST1-049,MONARAGALA DISTRICT,33245
ST1-050,MONARAGALA DISTRICT,37645.5
ST1-051,MONARAGALA DISTRICT,7324.2
ST1-052,MONARAGALA DISTRICT,6176.75
ST1-053,MONARAGALA DISTRICT,62.3
ST1-054,MONARAGALA DISTRICT,425.1
ST1-055,MONARAGALA DISTRICT,416.5
ST1-056,MONARAGALA DISTRICT,335.5
ST1-057,MONARAGALA DISTRICT,1901.9
ST1-057A,MONARAGALA DISTRICT,1015.65
ST1-058,MONARAGALA DISTRICT,91.75
ST1-059,MONARAGALA DISTRICT,142.75
ST1-060,MONARAGALA DISTRICT,148.25
ST1-061,MONARAGALA DISTRICT,4646.35
ST1-062,MONARAGALA DISTRICT,4371.05
ST1-063,MONARAGALA DISTRICT,4318.25
ST1-064,MONARAGALA DISTRICT,2054.85
ST1-065,MONARAGALA DISTRICT,2816
ST1-066,MONARAGALA DISTRICT,4555.35
ST1-067,MONARAGALA DISTRICT,7837.6
ST1-068,MONARAGALA DISTRICT,8266.65
ST1-069,MONARAGALA DISTRICT,12040.55
ST1-070,MONARAGALA DISTRICT,18095.45
ST1-071,MONARAGALA DISTRICT,28238.15
ST1-072,MONARAGALA DISTRICT,41971.5
ST1-073,MONARAGALA DISTRICT,1010.25
ST1-074,MONARAGALA DISTRICT,1075.3
ST1-075,MONARAGALA DISTRICT,1162.8
ST1-076,MONARAGALA DISTRICT,2265.55
ST1-077,MONARAGALA DISTRICT,3818.75
ST1-078,MONARAGALA DISTRICT,5461.9
ST1-079,MONARAGALA DISTRICT,1366.65
ST1-080,MONARAGALA DISTRICT,854.15
ST1-081,MONARAGALA DISTRICT,306.6
ST1-082,MONARAGALA DISTRICT,11352.15
ST1-083,MONARAGALA DISTRICT,2016.4
ST1-084,MONARAGALA DISTRICT,2688.5
ST1-085,MONARAGALA DISTRICT,399.1
ST1-086,MONARAGALA DISTRICT,294.7
ST1-087,MONARAGALA DISTRICT,465.25
ST1-088,MONARAGALA DISTRICT,276.2
ST1-089,MONARAGALA DISTRICT,332.45
ST1-090,MONARAGALA DISTRICT,1289.7
ST1-091,MONARAGALA DISTRICT,1037.8
ST1-092,MONARAGALA DISTRICT,1327.2
ST1-093,MONARAGALA DISTRICT,2287.45
ST1-094,MONARAGALA DISTRICT,112.85
ST1-095,MONARAGALA DISTRICT,4542.85
ST1-096,MONARAGALA DISTRICT,6534.9
ST1-097,MONARAGALA DISTRICT,27952.25
ST1-098,MONARAGALA DISTRICT,1211
ST1-099,MONARAGALA DISTRICT,1531.9
ST1-099A,MONARAGALA DISTRICT,933.7
ST1-100,MONARAGALA DISTRICT,2075.35
ST1-101,MONARAGALA DISTRICT,3747.3
ST1-102,MONARAGALA DISTRICT,758.15
ST1-103,MONARAGALA DISTRICT,429.15
ST1-104,MONARAGALA DISTRICT,2716.65
ST1-105,MONARAGALA DISTRICT,1511.35
ST1-106,MONARAGALA DISTRICT,2225.05
ST1-107,MONARAGALA DISTRICT,72700.2
ST1-108,MONARAGALA DISTRICT,81435.05
ST1-109,MONARAGALA DISTRICT,47313.65
ST1-110,MONARAGALA DISTRICT,50550.35
ST1-111,MONARAGALA DISTRICT,1252.85
ST1-112,MONARAGALA DISTRICT,2252.1
ST1-113,MONARAGALA DISTRICT,4255.85
ST1-114,MONARAGALA DISTRICT,90.55
ST1-115,MONARAGALA DISTRICT,8749.05
ST1-116,MONARAGALA DISTRICT,9359.15
ST1-117,MONARAGALA DISTRICT,17347.5
"ST1-050, DEPENDING ON THE STRUCTURAL LOCATION.",MONARAGALA DISTRICT,1270.85
ST1-118,MONARAGALA DISTRICT,1270.85
ST1-119,MONARAGALA DISTRICT,411.75
ST1-120,MONARAGALA DISTRICT,1897.5
ST1-121,MONARAGALA DISTRICT,2575.95
ST1-122,MONARAGALA DISTRICT,2845.1
ST1-123,MONARAGALA DISTRICT,203.95
ST1-124,MONARAGALA DISTRICT,77.85
ST1-125,MONARAGALA DISTRICT,125.85
ST1-126,MONARAGALA DISTRICT,191.1
